OVERFLOW active=3001 total=3672
  bTabTababadTacabtababactab -> TaTTacabtabababadTacattad
  TadabababadTacabtababactab -> cTadTacabtabababadTacattad
  tadabababadTacabtababactab -> btadTacabtabababadTacattad
  TadabacabadTacabtababactab -> cTabTadactabababadTacattad
  tadabacabadTacabtababactab -> btabTadactabababadTacattad
  dababTacabadTacabtababactab -> adacTTadactabababadTacattad
  dababTababadTacabtababactab -> adadTTacabtabababadTacattad
  aTadabtababactab -> cacabadTacattad
  acacabadTacacttada -> Tadabtababactabad
  daTTadabtababactab -> babTacabadTacattad
  baTTabattadabactab -> adabacabadTacattad
  Tadabtababacabtad -> acacabadTacacttad
  TadabtababacabtabaT -> acacabadTacacttabaT
  abtabTadactababactab -> tababacabadTacattad
  bacTabTadactababactab -> dacTabacabadTacattad
  adacTabTacabadTacattad -> dabaTTTadabtababactab
  TacTabTadactababactab -> bTacTabacabadTacattad
  abtababTacabadTacattad -> tabacTTadactababactab
  acacabadTacacttadtabad -> Tadabtababactabactada
  attababacabadTacattad -> tataTTabattadabactab
  TadabtababacabtabacTab -> acacabadTacacttabacTab
  TadabtababacabtabacTac -> acacabadTacacttabacTac
  dadtababacabadTacattad -> adactabTadactababactab
  bacTababTacabadTacattad -> dacTacTTadactababactab
  TacTababTacabadTacattad -> bTacTacTTadactababactab
  cabacTabacabadTacattad -> babaTTTabattadabactab
  badactabTadactababactab -> cadtababacabadTacattad
  acabababTadactababactab -> TacabtabacabadTacattad
  acacababTadactababactab -> TadabtabacabadTacattad
  cTabacTabacabadTacattad -> TabaTTTabattadabactab
  abtadtababacabadTacattad -> tabactabTadactababactab
  TadactabTadactababactab -> aTadactabacabadTacattad
  tadactabTadactababactab -> btadtababacabadTacattad
  acacabadTacacttadTacattad -> Tadabtababactabababactab
  acacabadTacacttadTacattab -> Tadabtababactabababactad
  acacabadTacacttadTacabtad -> Tadabtababactababababada
  acacabadTacacttabTadactad -> Tadabtababactababacabada
  abadacababTacabadTacattad -> TababataTTadactababactab
  acacabababTacabadTacattad -> TadabataTTadactababactab
  acababababTacabadTacattad -> TacabataTTadactababactab
  dabTacababTadactababactab -> baTTadabtabacabadTacattad
  dabTabababTadactababactab -> baTTacabtabacabadTacattad
  dtabTacababTadactababactab -> taTTadabtabacabadTacattad
  dtabTabababTadactababactab -> taTTacabtabacabadTacattad
  bTabTacababTadactababactab -> TaTTadabtabacabadTacattad
  bTabTabababTadactababactab -> TaTTacabtabacabadTacattad
  TadababababTadactababactab -> cTadTacabtabacabadTacattad
  tadababababTadactababactab -> btadTacabtabacabadTacattad
  TadabacababTadactababactab -> cTabTadactabacabadTacattad
  tadabacababTadactababactab -> btabTadactabacabadTacattad
  dababTacababTadactababactab -> adacTTadactabacabadTacattad
  dababTabababTadactababactab -> adadTTacabtabacabadTacattad
  daTTacabadtaTT -> babTabababaTTa
  TacabadtabTTadTa -> acababababTTabaT
  abtadTacabadtaTT -> tabababababaTTa
  TacabadtabTTabaT -> acababababTTadTa
  abtababababaTTa -> abacabadtadTT
  aTabadtabababaTTa -> badabTacabadtaTT
  aTacadtabababaTTa -> cabacTacabadtaTT
  acabababadTTacTad -> TacabadtadTTTada
  bacTadTacabadtaTT -> dacTababababaTTa
  TacabadtabTTabadT -> acababababTTadTab
  TacabadtabTTabacT -> acababababTTadTad
  TacabadtabTTababT -> acababababTTadTac
  TacabadtabTacacab -> TacabataTTadact
  adacTabTabababaTTa -> dabaTTTacabadtaTT
  TacTadTacabadtaTT -> bTacTababababaTTa
  abtababTabababaTTa -> tabadTTacabadtaTT
  tadtadTacabadtaTT -> attabababababaTTa
  dadtabababababaTTa -> adactadTacabadtaTT
  bacTababTabababaTTa -> dacTadTTacabadtaTT
  acababababTTabacTad -> TacabadtabTTabTada
  TacabadtaTTTacattad -> acabababadTTabactab
  TacabadtaTTTacattab -> acabababadTTabactad
  dadTabadtabababaTTa -> adabadacTacabadtaTT
  TacabadtabTTabadaca -> acababababTTadTabat
  TacabadtabTTabacaca -> acababababTTadTadat
  dadTacadtabababaTTa -> adababacTacabadtaTT
  TacabadtabTTababaca -> acababababTTadTacat
  TacTababTabababaTTa -> bTacTadTTacabadtaTT
  TacabadtabTTabTadac -> acababababTTabacTab
  cabacTababababaTTa -> babaTTabacabadtaTT
  TacabadtabTTabTadab -> acababababTTabacTac
  TacabadtaTTTacabtad -> acabababadTTababada
  TacabadtaTTTadabtad -> acabababadTTacabada
  TacabadtaTTTababtad -> acabababacTTadacada
  badactadTacabadtaTT -> cadtabababababaTTa
  TacabadataTTadabtab -> acabababaTTTabattad
  acabababaTTTabattab -> TacacadtadTacabada
  TacabadtadTTacactab -> acabababaTTTadattad
  TacabadtadTTacactad -> acabababaTTTadattab
  TacabadtadTTabactab -> acabababaTTTacattad
  TacabadtadTTabactad -> acabababaTTTacattab
  acababadTacabadtaTT -> TTacactadtadTT
  TacabadtadTTababada -> acabababaTTTacabtad
  acacabadTacabadtaTT -> TadabacabadtadTT
  TacabadtadTTacabada -> acabababaTTTadabtad
  TacabadataTTadacada -> acabababaTTTababtad
  cTabacTababababaTTa -> TabaTTabacabadtaTT
  abtadtabababababaTTa -> tabactadTacabadtaTT
  TadactadTacabadtaTT -> aTadactababababaTTa
  tadactadTacabadtaTT -> btadtabababababaTTa
  abadacababTabababaTTa -> TababtadTTacabadtaTT
  acacabababTabababaTTa -> TadabtadTTacabadtaTT
  acababababTabababaTTa -> TacabtadTTacabadtaTT
  TacabadtaTTTabababtad -> acabababacTTadTababta
  acababababTTadTacattad -> TacabadtabTTababactab
  acababababTTadTacattab -> TacabadtabTTababactad
  dabTacabadTacabadtaTT -> baTTadabacabadtadTT
  dabTababadTacabadtaTT -> baTTTacactadtadTT
  acababababTTadTacabtad -> TacabadtabTTabababada
  acababababTTabTadactad -> TacabadtabTTabacabada
  TacabadtadTTabababaTTa -> acabababaTTTacabadtaTT
  TacabadtabTTabababadab -> acababababTTadTacabata
  dtabTacabadTacabadtaTT -> taTTadabacabadtadTT
  dtabTababadTacabadtaTT -> taTTTacactadtadTT
  bTabTacabadTacabadtaTT -> TaTTadabacabadtadTT
  bTabTababadTacabadtaTT -> TaTTTacactadtadTT
  TadabababadTacabadtaTT -> cTadTTacactadtadTT
  tadabababadTacabadtaTT -> btadTTacactadtadTT
  TadabacabadTacabadtaTT -> cTabTadactababababaTTa
  tadabacabadTacabadtaTT -> btabTadactababababaTTa
  dababTacabadTacabadtaTT -> adacTTadactababababaTTa
  dababTababadTacabadtaTT -> adadTTTacactadtadTT
  TacabadtadTTacabadTacattad -> acabababaTTTadabtababactab
  TacabadtadTTababadTacattad -> acabababaTTTacabtababactab
  TacabadtadTTacabadTacattab -> acabababaTTTadabtababactad
  TacabadtadTTababadTacattab -> acabababaTTTacabtababactad
  TacabadtadTTabababTadactad -> acabababaTTTacabtabacabada
  TacabadtadTTacabadTacabtad -> acabababaTTTadabtabababada
  TacabadtadTTababadTacabtad -> acabababaTTTacabtabababada
  TacabadtadTTacababTadactad -> acabababaTTTadabtabacabada
  acabababacTacTaT -> TacabtabTabaTTa
  Tacabtabacacabad -> acabababTadabtad
  TacactaTTabababtad -> acabababacTTababta
  acabababacTacTacTadTa -> TacabtabTababTTabaT
  acabababacTacTacTabaT -> TacabtabTababTTadTa
  TacabtabTabaTTacattad -> acabababacTacTabactab
  TacabtabTabaTTacattab -> acabababacTacTabactad
  TacabtabTabaTTadabtad -> acabababacTacTacabada
  TacabtabTabaTTacabtad -> acabababacTacTababada
  acabababacTacTacTabadT -> TacabtabTababTTadTab
  acabababacTacTacTabacT -> TacabtabTababTTadTad
  acabababacTacTacTababT -> TacabtabTababTTadTac
  acabababacTacTabTabactab -> TacabtabTabaTTTacattad
  acabababacTacTabTabactad -> TacabtabTabaTTTacattab
  acabababacTacTabTadabada -> TacabtabTabaTTTababtad
  acabababacTacTabTacabada -> TacabtabTabaTTTadabtad
  acabababacTacTabTababada -> TacabtabTabaTTTacabtad
  TacabtabTabacTadTa -> acabababacTabTabaT
  TacabtabTabacTabaT -> acabababadTaTTaba
  aTacabtabTada -> cabababacTad
  acabababacacac -> TacabtabTadat
  daTTacabtabTada -> babTabababacTad
  dadTacabtabTada -> adababababacTad
  abtadTacabtabTada -> tabababababacTad
  aTabadtabababacTad -> badabTacabtabTada
  aTacadtabababacTad -> cabacTacabtabTada
  bacTadTacabtabTada -> dacTababababacTad
  adacTabTabababacTad -> dabaTTTacabtabTada
  TacTadTacabtabTada -> bTacTababababacTad
  abtababTabababacTad -> tabadTTacabtabTada
  tadtadTacabtabTada -> attabababababacTad
  TacabtabTadatttadac -> acabababacacattadab
  TacabtabTadatttadab -> acabababacacattadac
  TacabtabTadaTTTadac -> acabababacTaTTTadab
  TacabtabTadaTTTadab -> acabababacTaTTTadac
  dadtabababababacTad -> adactadTacabtabTada
  bacTababTabababacTad -> dacTadTTacabtabTada
  dadTabadtabababacTad -> adabadacTacabtabTada
  dadTacadtabababacTad -> adababacTacabtabTada
  TacTababTabababacTad -> bTacTadTTacabtabTada
  cabacTababababacTad -> babaTTabacabtabTada
  badactadTacabtabTada -> cadtabababababacTad
  acababadTacabtabTada -> TacabtababababacTad
  acacabadTacabtabTada -> TadabtababababacTad
  cTabacTababababacTad -> TabaTTabacabtabTada
  abtadtabababababacTad -> tabactadTacabtabTada
  TadactadTacabtabTada -> aTadactababababacTad
  tadactadTacabtabTada -> btadtabababababacTad
  abadacababTabababacTad -> TababtadTTacabtabTada
  acacabababTabababacTad -> TadabtadTTacabtabTada
  acababababTabababacTad -> TacabtadTTacabtabTada
  dabTacabadTacabtabTada -> baTTadabtababababacTad
  dabTababadTacabtabTada -> baTTacabtababababacTad
  TacabadtadTTabababacTad -> acabababaTTTacabtabTada
  dtabTacabadTacabtabTada -> taTTadabtababababacTad
  dtabTababadTacabtabTada -> taTTacabtababababacTad
  bTabTacabadTacabtabTada -> TaTTadabtababababacTad
  bTabTababadTacabtabTada -> TaTTacabtababababacTad
  TadabababadTacabtabTada -> cTadTacabtababababacTad
  tadabababadTacabtabTada -> btadTacabtababababacTad
  TadabacabadTacabtabTada -> cTabTadactababababacTad
  tadabacabadTacabtabTada -> btabTadactababababacTad
  dababTacabadTacabtabTada -> adacTTadactababababacTad
  dababTababadTacabtabTada -> adadTTacabtababababacTad
  acabababacTabad -> TacactaTTababt
  cabababacTabadT -> aTacactaTTabab
  dabTabababacTabadT -> baTTacactaTTabab
  babTabababacTabadT -> daTTacactaTTabab
  dtabTabababacTabadT -> taTTacactaTTabab
  bTabTabababacTabadT -> TaTTacactaTTabab
  adababababacTabadT -> dadTacactaTTabab
  tabababababacTabadT -> abtadTacactaTTabab
  abtababababacTabadT -> abtababacabaTTabab
  aTabadtabababacTabadT -> badabTacactaTTabab
  aTacadtabababacTabadT -> cabacTacactaTTabab
  acabababacTTababtab -> TacactaTTabababata
  dacTababababacTabadT -> bacTadTacactaTTabab
  bacTababababacTabadT -> bacTababacabaTTabab
  adacTabTabababacTabadT -> dabaTTTacactaTTabab
  bTacTababababacTabadT -> TacTadTacactaTTabab
  dadTabadtabababacTabadT -> adabadacTacactaTTabab
  dadTacadtabababacTabadT -> adababacTacactaTTabab
  cabacTababacabaTTabab -> babaTTabacactaTTabab
  TacabtababacabaTTabab -> acababadTacactaTTabab
  TadabtababacabaTTabab -> acacabadTacactaTTabab
  cTabacTababacabaTTabab -> TabaTTabacactaTTabab
  aTadactababababacTabadT -> TadactadTacactaTTabab
  TacactaTTababababtadTa -> acabababacTTababactaT
  dadTTabattadTadTab -> dadTabadactaTTabab
  TacactaTTababababtadtab -> acabababacTTabababttad
  TacactaTTababababtadtad -> acabababacTTabababttab
  TacabadtadTTabababacTabadT -> acabababaTTTacactaTTabab
  cTabTadactababababacTabadT -> TadabacabadTacactaTTabab
  btabTadactababababacTabadT -> tadabacabadTacactaTTabab
  adacTTadactababababacTabadT -> dababTacabadTacactaTTabab
  acabababacTabac -> TacactaTTabadt
  cabababacTabacT -> aTacactaTTabad
  dabTabababacTabacT -> baTTacactaTTabad
  babTabababacTabacT -> daTTacactaTTabad
  dtabTabababacTabacT -> taTTacactaTTabad
  bTabTabababacTabacT -> TaTTacactaTTabad
  adababababacTabacT -> dadTacactaTTabad
  tabababababacTabacT -> abtadTacactaTTabad
  abtababababacTabacT -> abtababacabaTTabad
  aTabadtabababacTabacT -> badabTacactaTTabad
  aTacadtabababacTabacT -> cabacTacactaTTabad
  dacTababababacTabacT -> bacTadTacactaTTabad
  bacTababababacTabacT -> bacTababacabaTTabad
  adacTabTabababacTabacT -> dabaTTTacactaTTabad
  bTacTababababacTabacT -> TacTadTacactaTTabad
  dadTabadtabababacTabacT -> adabadacTacactaTTabad
  dadTacadtabababacTabacT -> adababacTacactaTTabad
  cabacTababacabaTTabad -> babaTTabacactaTTabad
  TacabtababacabaTTabad -> acababadTacactaTTabad
  TadabtababacabaTTabad -> acacabadTacactaTTabad
  cTabacTababacabaTTabad -> TabaTTabacactaTTabad
  aTadactababababacTabacT -> TadactadTacactaTTabad
  dadTTabattadTadTad -> dadTabadactaTTabad
  TacabadtadTTabababacTabacT -> acabababaTTTacactaTTabad
  cTabTadactababababacTabacT -> TadabacabadTacactaTTabad
  btabTadactababababacTabacT -> tadabacabadTacactaTTabad
  adacTTadactababababacTabacT -> dababTacabadTacactaTTabad
  acabababacTabab -> TacactaTTabact
  cabababacTababT -> aTacactaTTabac
  dabTabababacTababT -> baTTacactaTTabac
  babTabababacTababT -> daTTacactaTTabac
  dtabTabababacTababT -> taTTacactaTTabac
  bTabTabababacTababT -> TaTTacactaTTabac
  adababababacTababT -> dadTacactaTTabac
  tabababababacTababT -> abtadTacactaTTabac
  abtababababacTababT -> abtababacabaTTabac
  aTabadtabababacTababT -> badabTacactaTTabac
  aTacadtabababacTababT -> cabacTacactaTTabac
  dacTababababacTababT -> bacTadTacactaTTabac
  bacTababababacTababT -> bacTababacabaTTabac
  adacTabTabababacTababT -> dabaTTTacactaTTabac
  bTacTababababacTababT -> TacTadTacactaTTabac
  dadTabadtabababacTababT -> adabadacTacactaTTabac
  dadTacadtabababacTababT -> adababacTacactaTTabac
  cabacTababacabaTTabac -> babaTTabacactaTTabac
  TacabtababacabaTTabac -> acababadTacactaTTabac
  TadabtababacabaTTabac -> acacabadTacactaTTabac
  cTabacTababacabaTTabac -> TabaTTabacactaTTabac
  aTadactababababacTababT -> TadactadTacactaTTabac
  dadTTabattadTadTac -> dadTabadactaTTabac
  TacabadtadTTabababacTababT -> acabababaTTTacactaTTabac
  cTabTadactababababacTababT -> TadabacabadTacactaTTabac
  btabTadactababababacTababT -> tadabacabadTacactaTTabac
  adacTTadactababababacTababT -> dababTacabadTacactaTTabac
  aTabadtababababTabactab -> badabTacabtadTTacattad
  aTacadtababababTabactab -> cabacTacabtadTTacattad
  adacTabTababababTabactab -> dabaTTTacabtadTTacattad
  abtababTababababTabactab -> tabadTTacabtadTTacattad
  dadtababababababTabactab -> adactadTacabtadTTacattad
  bacTababTababababTabactab -> dacTadTTacabtadTTacattad
  dadTabadtababababTabactab -> adabadacTacabtadTTacattad
  dadTacadtababababTabactab -> adababacTacabtadTTacattad
  TacTababTababababTabactab -> bTacTadTTacabtadTTacattad
  cabacTabababababTabactab -> babaTTabacabtadTTacattad
  cTabacTabababababTabactab -> TabaTTabacabtadTTacattad
  abtadtababababababTabactab -> tabactadTacabtadTTacattad
  abadacababTababababTabactab -> TababtadTTacabtadTTacattad
  acacabababTababababTabactab -> TadabtadTTacabtadTTacattad
  acababababTababababTabactab -> TacabtadTTacabtadTTacattad
  TacabadtadTTababababTabactab -> acabababaTTTacabtadTTacattad
  acababababTabacttababacabada -> TacabtadTTacattataTTabattab
  aTabadtababababTabactad -> badabTacabtadTTacattab
  aTacadtababababTabactad -> cabacTacabtadTTacattab
  adacTabTababababTabactad -> dabaTTTacabtadTTacattab
  acababababacabacTadT -> acababTacabataTTa
  abtababTababababTabactad -> tabadTTacabtadTTacattab
  dadtababababababTabactad -> adactadTacabtadTTacattab
  acabababababadabTacada -> acadaTTadattaT
  bacTababTababababTabactad -> dacTadTTacabtadTTacattab
  dadTabadtababababTabactad -> adabadacTacabtadTTacattab
  dadTacadtababababTabactad -> adababacTacabtadTTacattab
  TacTababTababababTabactad -> bTacTadTTacabtadTTacattab
  cabacTabababababTabactad -> babaTTabacabtadTTacattab
  cTabacTabababababTabactad -> TabaTTabacabtadTTacattab
  abtadtababababababTabactad -> tabactadTacabtadTTacattab
  abadacababTababababTabactad -> TababtadTTacabtadTTacattab
  acacabababTababababTabactad -> TadabtadTTacabtadTTacattab
  acababababTababababTabactad -> TacabtadTTacabtadTTacattab
  TacabadtadTTababababTabactad -> acabababaTTTacabtadTTacattab
  acababababababaTTacacattad -> acababacabababadacabab
  acababababababaTTacacattab -> acababacabababadacabad
  acababababababaTTacababtad -> acababTacactaTTababta
  acababababababaTTabadactad -> acababacababababTabada
  acababababababaTTacacabtad -> acababacabababadTabada
  aTabadtababababTababada -> badabTacabtadTTacabtad
  aTacadtababababTababada -> cabacTacabtadTTacabtad
  adacTabTababababTababada -> dabaTTTacabtadTTacabtad
  abtababTababababTababada -> tabadTTacabtadTTacabtad
  dadtababababababTababada -> adactadTacabtadTTacabtad
  bacTababTababababTababada -> dacTadTTacabtadTTacabtad
  dadTabadtababababTababada -> adabadacTacabtadTTacabtad
  dadTacadtababababTababada -> adababacTacabtadTTacabtad
  TacTababTababababTababada -> bTacTadTTacabtadTTacabtad
  cabacTabababababTababada -> babaTTabacabtadTTacabtad
  acababababTababadTabattad -> TacabtadTTacababtabtab
  acababababTababadTabattab -> TacabtadTTacababtabtad
  acababababTababadTadattad -> TacabtadTTacabtabacactab
  acababababTababadTadattab -> TacabtadTTacabtabacactad
  cTabacTabababababTababada -> TabaTTabacabtadTTacabtad
  abtadtababababababTababada -> tabactadTacabtadTTacabtad
  acababababTababadtabactada -> TacabtadTTacabattabtabad
  acababababTababababTadabada -> TacabtadTTacabtadTTababtad
  acababababTababababTacabada -> TacabtadTTacabataTTadactad
  acababababTababababTababada -> TacabtadTTacabtadTTacabtad
  abadacababTababababTababada -> TababtadTTacabtadTTacabtad
  acacabababTababababTababada -> TadabtadTTacabtadTTacabtad
  TacabadtadTTababababTababada -> acabababaTTTacabtadTTacabtad
  acababababTababadTacabadtaTT -> TacabtadTTTacactadtadTT
  acababababTababadTacabtabTada -> TacabtadTTacabtababababacTad
  acababababTababadtabababactab -> TacabtadTTacabattabTacattad
  acababababTababadtabababactad -> TacabtadTTacabattabTacattab
  acababababTababadtababababada -> TacabtadTTacabattabTacabtad
  acababababTababadtababacabada -> TacabtadTTacabattabTadabtad
  TacabataTTadactadTa -> acababababTacababaT
  TacabataTTadactadtad -> acababababTacabadtab
  TacabataTTadactadtab -> acababababTacabadtad
  acababababTacababaTTa -> TacabataTTadacadtaTT
  acababababTacababacTad -> TacabataTTadactabTada
  abtabababababTacabada -> abacacadtadTacabad
  aTabadtababababTacabada -> badabTacabataTTadactad
  aTacadtababababTacabada -> cabacTacabataTTadactad
  bacTadTacabataTTadactad -> dacTabababababTacabada
  adacTabTababababTacabada -> dabaTTTacabataTTadactad
  TacTadTacabataTTadactad -> bTacTabababababTacabada
  abtababTababababTacabada -> tabadTTacabataTTadactad
  tadtadTacabataTTadactad -> attababababababTacabada
  dadtababababababTacabada -> adactadTacabataTTadactad
  bacTababTababababTacabada -> dacTadTTacabataTTadactad
  dadTabadtababababTacabada -> adabadacTacabataTTadactad
  dadTacadtababababTacabada -> adababacTacabataTTadactad
  TacTababTababababTacabada -> bTacTadTTacabataTTadactad
  TacabataTTadactadtattadac -> acababababTacabadtattadab
  TacabataTTadactadtattadab -> acababababTacabadtattadac
  cabacTabababababTacabada -> babaTTabacabataTTadactad
  badactadTacabataTTadactad -> cadtababababababTacabada
  acababababTacabadTabattad -> TacabataTTadacabtabtab
  acababababTacabadTabattab -> TacabataTTadacabtabtad
  acababababTacabadTadattad -> TacabataTTadactabacactab
  acababababTacabadTadattab -> TacabataTTadactabacactad
  cTabacTabababababTacabada -> TabaTTabacabataTTadactad
  abtadtababababababTacabada -> tabactadTacabataTTadactad
  TadactadTacabataTTadactad -> aTadactabababababTacabada
  tadactadTacabataTTadactad -> btadtababababababTacabada
  acababababTacabadtabactada -> TacabataTTadacattabtabad
  acababababTacabababTabactab -> TacabataTTadactadTTacattad
