coordinate qsharp_0 qsharp_1 lift_0 lift_1
396 -251259789075958922672259189672092933349068004080581204 26179702440709938128119130999316513375443478385792982930275056030130727397447090157269871924135199782305321942212371844937844347542926434184465662347700070713894874651/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
397 -16826897121846217076480842661032662820565540666692289611 1753257699015248621269078327097689046953877427821300554384641058586574029396224041673709135218432998376640419799333510856480733976855631779193293572020709450455850168905/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
398 -13417123496808876353309375411900020446162197961288853497 698990280236454593874900113168820927222592137424679491270373072876327877606168084160708856460170517825793964701561307588218505723826328268931664471352900642399190699620/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 4592494622764645766525310406023376628503581680820500071125980205112007470098915685286518399 -610321930941459695501923317117776442984949364259765294095397878554882964907222545250938678
399 471433031192600770387485785289063413848070151218047391 -49120380633659943047924117994955954300630081127432121827380197426576494864272028391565363165661926752681712620149844226459107016915102117880391092330947478754921506157/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
400 1800748576882009185169091455332284377761706889623964458 -187626767047276937900988129965389349658240177098673680434808576214186700657952866346804598311576872605833841155634367215089218526550220800112564752390880792392088492085/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 8205857694805003541459517000390993384478417195506042291299308404141805931212541922600776565 -1090521671707329925793983055876176069104514408588587020352785317491884668865614735025732977
401 2605791659869347408643612214077876743403239358775200324 -271507233723099872209233582678363052759199685156737085111090314986026335045143441954784035454049642379237322506547802904653087842406056788650836786648221809837033210321/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
402 -7166901699134609278846507225416741300216595955090823143 373373221786078308454441917496149909085576840994053590200655347531885739040013045165725257257311383696667670814560459478687997504657469175126174673407539519717871089701/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
403 7968848625907915653171501600649359381382024269221286503 -830304310087040928117013070015659096165396349920574865699659150084831310751824746952203647477276336127240055700525766593108629239551342729060974676050334379696306072477/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
404 -6846829859829546915350130693493160202796202224111052016 356698477404031428230708695595195742772472868569617790118620672098184418592747459780256630758078311647661932869094923266534616394970310167807746489061538829238743507555/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
405 947475068162080943703436928908354019775304398788497896 -98720990914212322922469095592777070943167320042413440521164608787995781692674759608854607615022882755711582645862198940588921319377477107626096114772314008447787942933/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
406 -8138456685871131913967144074738391678153382605672028005 423988205884987851576716256647269342338610216988316176229099887146938553631389211500692634578164403054489093295672781650689660261760094191974362408060262718116142768170/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
407 -6421208884690037975086318910054453609791534659262700756 334524952299485965238558414869378316846832557566092117560823258007081031260557629366185807778554692781482368578279482755296181806105767571594369273711256299474886444554/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
408 -10533911793189886265348983944849643295099243340928840229 1097567888982929903111951659623371372459636660621621878531264835290807850074700613784796272357358578024608773043786328760928491899701362988334267296831137128846422062337/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 -667294245416156714860238991235167379586425389181608307990693179618896000887384389242296558 88680411371574591550309674876143685160722208473543812644715288204715022054725788110315581
409 -4405835638317129956793503146644533936126394370159822666 229530293004719604725446949816370087790084330208197474776961422643419111822819986840800624408774951160209113806968567222387806314345469906842314584090476920812210675914/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
410 0 0 0 0
411 0 0 0 0
412 -4664030400338892862634066118678569000078407869216355908 242981434682300571579028166335821980460116021301923764365578790320269225598314051432771299671410529937463810427089661769192871840796484898309572052481222199734489209184/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
413 3027267426064127996973533659168743265981976085711332837 -315422379021633261784726120318889033586481753659599085023592162438720321904146971528443870340908250507703303587801572480312864982258029236244304323738967270320184399015/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
414 8898267862401890551643887630764064066835536466805735350 -463571997994849702886182255177404849691444608029729097920835223548502064010906176643481771158951557392844020415440818392337595949574921821816163155619308756967271362046/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
415 4196493880688997857532147522826809223662163654611825067 -437248480923802549047173460146975449635984393628421947096933581413049535768031952029067883076466641430766593447721407079217231773189483383885929312131640866756220542705/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
416 14639446103815528778824610555866841896104473871010174194 -762669475096227772598095346100421101826979280049665233765438433869442213156984124318618470939603583017503707256974410936939561024360273484545691911125479329646324505977/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
417 -546893794315214025845257012934847199858624803646853489 28491460679995170657682271197559932687361816950084337942924885532353997057735259856737696403812595949785537556626888171764239340839820086122476449296541374764089984412/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
418 54028320241784290689608942353303098415827590848850891 -2814706946350444748030273457064331453042681942210501537277065941920405824064563546259804179129772017217904832591633074940291988549786327051967562996710310984166366521/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
419 8458966566345760700477764269718606682074833942664984478 -440685770845524835259348538798701667113417539618405779434741359363078285313070177907954439466862159117099075283310813818230292792423965513927530656007720644725029975042/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
420 -7642190765023138006093388368539072872172451500167486595 398134299481887032839130841692398232959709317663291748724050229508009900517590907919452288110086546398553988604872306325421111432315124683332855597054795925858856406616/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 -35426403898503281664126634803342715160589630161646451196713948836565835471498786196193728008 4708010136031601516009704176490380216743137587074965114065018949635877651098461218039781923
421 -18322276244075820804913701168596152632650178685242789097 954533437026373569287401183200626476821449307328058778146719171797717687425726817012281953291400363054616299649713170878231838638833885951667199012863044255815103702828/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
422 7755856935855183700282577080958703020380834937056375623 -808111904814270719106659568770639644844722851317916444260956203954158140853853364760859996892904437388535660864415734327833086052603570699652678639624174571085834867045/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
423 -11499601659409126270400129086130310511516484675857284704 1198186748214662327449043983407794961703538133409545875896153856093119220317679397459179043672562287453800193781029869403462836553858087852788971163826683311937821603809/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 -14795073211965751566614824478660154308371459305720940148694147400956116540957684897950713886 1966198851140158413762334323286770065843904629106342955436261753214235774665824850816823955
424 12772207760482375134328591594440324945426865556117000115 -665392182151497991047545172927926176254573882565981092177253955104713798713663518203159282107980129431914011669226635994214069044303099161310305692570622175383457482613/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
425 -8541415087726657754563379002192797087717183080344357395 444981081616035475479276934638672783777990871829161268765307437300464227495502195181489422084647610668027510400527445745120671963521735871336554116008840863204508862629/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
426 -6517989736740813115529153529957745021798496014843798722 339566932789013675844188136688982930051582112414134180417181202393648595373290789348144273551327162523997623316641818218922863472444741279938627104315384915039406652045/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
427 -12570872158162116038052195776513096425958983866344577780 654903225325477507475592426396402135584353639672725134117181640026829017600781307029971228103084988238318965171041629077466744401324034544635732437977044085605855430061/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
428 1109088890952654250460541921788778882089465714191877792 -57780071479443248544257899805760734184307143861132041772160713539662990065182691090793188593485929368467783022258457381808690751036993542713334821158275962723530531034/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
429 9458898436387197814287513271831140930273256694325340096 -492779102044560342761505346824172741734296993516516447413473141084346170712057302729271818042689478178383156134672068075000989604755136140392703742159802871760309325813/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
430 -12417282057978626556269143620744359243739053328814393162 1293803320442853936858737845725168439359497960023930790364475206143565058613433335671800353348774119614872790657374117556919363991831575458207878375502987203305726189631/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
431 -696454449961352493460278875190739805971280247387373936 36283104293270870972162986016061863715661999985653524081315100423722097890412216823462594027078635302022180007067172857043422188671248725875330536658107579821346695371/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
432 9636893588230733875595541884680164060528109779903033715 -502052094209940263696061948956866700370781045510508463806983958582620410189776826020424090383226641940776609530618144865886413166577298681136659375470637746689763407632/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
433 14590055721880149838204225939882038968766860769091272888 -1520192780535716963017536321321728459541544030837055282350444139468197844014315946320247388392998346054298284046614506498050973934714871463900975367315614071084912050465/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
434 5957957305220394533420683744054359344201800210021123472 -620781980191705239915346463808374396771904693076339347181994314214082611229113664703828716409416940889661572625773993769808348327588187049904790157886099837799775076911/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
435 -21179635749146227092005326305202677804197451690065285263 1103392953871432766655089847219879373887852974760734201148550563411566004438112499156497230089393175859594901472159844736657891455705937428916917594437853937620500476562/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 -1532621743369472289530885030808215661359666725079572260219220970192207444072253892930656040 203678553520662280043642372357478788380962988276240421813931802767433569227891620306056897
436 -8748905722382905245861387821659801310097272837304021922 455790696426490568098454321149294145723898479329080991745716880861431296106511450858750670744856101581587552069315459779001470378040280785071125038597394129173374360433/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
437 6275926800629712491772811256657510961488476578482214171 -653912417838144863686951536294857426205430406610126173922486585549894534232770441886960474935303904226786938688863155291996651147415786692965710338213342085194887628323/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
438 -22303068758427273399355877648387801668999711778493569283 1161920309170130738727499671728233110930678199257499440369502744184185156949277909152737243978168035875524879217763592292153426123378762319784449419389429406193047557271/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
439 -23897718676268802917753710075124210336585055820253990451 1244996595470707513926896075174653237144699783692308314101728020447213079337892042689767830052149378125745053287469175694274654544563996946001658679473383034391541824620/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
