# GENERATED by scripts/sk_sentence_census.py --merge -- do not edit.
# Rows whose sentence does not survive at commit df52c39ba504fe577bdaf788de750e78f2ee3fbe.  They are not applied.
# Re-key each row by the current hash after checking the carrier against the new text;
# `hint` is the most similar current sentence (similarity >= 0.60), never applied.
where	lane	old_key	old_commit	old_lines	status	decls	note	old_sentence	hint	similarity
rows/skf-consequences.tsv:10	skf-consequences	5a6ac852aa57	42a95d13d3a40578307e4fe88b92bcdcca30b008	206-207	formalized	GroupApproximation.SimpleKazhdanSofic.General.exists_finset_smul_cover GroupApproximation.SimpleKazhdanSofic.General.prod_one_sub_charFn_smul_eq_zero GroupApproximation.SimpleKazhdanSofic.one_sub_map_prod_one_sub_mem GroupApproximation.SimpleKazhdanSofic.General.one_mem_levelIdeal_of_smul_cover	skf-consequences @37551fd93: minimality (MulAction.IsMinimal) and compactness give finitely many translates ξ_iV covering Z; ∏(1 − 1_{ξ_iV}) = 0 in LC(Z, F_2), pushed through coeff, gives 1 = 1 − ∏(1 − e_{ξ_iV}) ∈ J (GeneralSimplicityNormalSubgroup; one_sub_map_prod_one_sub_mem in SimplicityNormalSubgroup 03e9b778b)	By minimality and compactness finitely many of these sets cover $Z$, so $1=1-\prod_i(1-e_{\xi_iV})\in J$.	0ff037d08f90	0.99
rows/skf-consequences.tsv:11	skf-consequences	46368870a699	42a95d13d3a40578307e4fe88b92bcdcca30b008	207-208	formalized	GroupApproximation.SimpleKazhdanSofic.General.eq_top_of_generalCommutatorWitness GroupApproximation.SimpleKazhdanSofic.General.isSimpleGroup_of_generalCommutatorWitness GroupApproximation.SimpleKazhdanSofic.General.printedGeneralSimplicityFromWitness GroupApproximation.elementaryGroup_hom_eq_one_of_gens	skf-consequences @37551fd93: J = R and K = G: 1 ∈ J puts every root in K, and the roots generate EL_n(R). Endpoint PrintedGeneralSimplicityFromWitness: IsSimpleGroup (EL_n(R)) for n ≥ 3 over a covariant pair from GeneralCommutatorWitness (GeneralSimplicityNormalSubgroup)	So $J=R$ and $K=G$.	91be68c586d4	0.85
rows/skf-consequences.tsv:12	skf-consequences	a90478fb4258	42a95d13d3a40578307e4fe88b92bcdcca30b008	151-153	formalized	GroupApproximation.SimpleKazhdanSofic.General.generalCommutatorWitness	skf-consequences (absorbed sk-lef-simplicity) @696c4b602: 1 ≠ g ∈ K and the bound w: the finite set S of ξ occurring in the entries of g, g⁻¹ and the ball B ∋ e, B = B⁻¹, containing S, with D = B·B for B_{2w} (GeneralCommutatorSpan)	Let $1\ne K\trianglelefteq G$ and $1\ne g\in K$, and let $w\ge0$ bound the word lengths of the $\xi$ with $u_\xi$ occurring in the entries of $g$ and $g^{-1}$.	9fde45f51872	0.80
rows/skf-consequences.tsv:13	skf-consequences	ac63c30b67dd	42a95d13d3a40578307e4fe88b92bcdcca30b008	153-155	definition	GroupApproximation.SimpleKazhdanSofic.General.IsSmall	skf-consequences (absorbed sk-lef-simplicity) @696c4b602: V small is IsSmall D B F V: V ∩ ξV = ∅ for ξ ∈ D∖{e}, and f∘ξ constant on V for ξ ∈ B, f ∈ F (GeneralSmallSets, landed)	Call a clopen set $V$ small if $V\cap\xi V=\varnothing$ for $\xi\in B_{2w}\setminus\{e\}$ and every $f\circ\xi$, with $\xi\in B_w$ and $f$ a coefficient of an entry of $g$ or $g^{-1}$, is constant on $V$.	c6b37380b5cb	0.66
rows/skf-consequences.tsv:14	skf-consequences	f759c1db71a3	42a95d13d3a40578307e4fe88b92bcdcca30b008	156-158	formalized	GroupApproximation.SimpleKazhdanSofic.General.isClosed_fixed GroupApproximation.SimpleKazhdanSofic.General.dense_moved GroupApproximation.SimpleKazhdanSofic.General.exists_isSmall_subset	skf-consequences (absorbed sk-lef-simplicity) @696c4b602: each ξ ≠ e fixes a closed set with empty interior (topological freeness as interior {z | ξ•z = z} = ∅), the moved points are dense, and every nonempty clopen set contains a nonempty small one (GeneralSmallSets, landed)	Each $\xi\ne e$ fixes a closed set with empty interior, so the points moved by every $\xi\in B_{2w}\setminus\{e\}$ are dense, and every nonempty clopen set contains a nonempty small one.	89681b2636c0	0.82
rows/skf-consequences.tsv:21	skf-consequences	94e633f6ef6d	42a95d13d3a40578307e4fe88b92bcdcca30b008	170-171	formalized	GroupApproximation.SimpleKazhdanSofic.General.coeff_one_diag_eq	skf-consequences (absorbed sk-lef-simplicity) @696c4b602: the constant coefficients agree on every small V, hence everywhere (GeneralRoot)	The constant coefficients agree on every small $V$, so they agree everywhere.	c8e749a3c9f3	0.88
rows/skf-consequences.tsv:22	skf-consequences	01c951f8d2f2	42a95d13d3a40578307e4fe88b92bcdcca30b008	171-173	formalized	GroupApproximation.SimpleKazhdanSofic.General.eq_one_of_commute_elGen_small	skf-consequences (absorbed sk-lef-simplicity) @696c4b602: g = cI with c ∈ LC(Z, F_2), and comparing constant coefficients in cc⁻¹ = 1 gives c = 1, g = 1 (GeneralRoot)	So $g=cI_3$ with $c\in\LC(Z,\F_2)$, and comparing constant coefficients in $cc^{-1}=1$ gives $c=1$ and $g=1$.	02049aee6dd1	0.87
rows/skf-consequences.tsv:23	skf-consequences	e503326bf5e2	42a95d13d3a40578307e4fe88b92bcdcca30b008	187-187	formalized	GroupApproximation.SimpleKazhdanSofic.General.generalCommutatorWitness	skf-consequences (absorbed sk-lef-simplicity) @8b36733d7: k = [g,h] ∈ K∖{1} (hkK, hk1 in GeneralCommutatorSpan)	Put $x=[g,h]\in K\setminus\{1\}$.	3692a1707c7c	0.78
rows/skf-consequences.tsv:28	skf-consequences	581584337a04	42a95d13d3a40578307e4fe88b92bcdcca30b008	444-447	formalized	GroupApproximation.SimpleKazhdanSofic.Lamplighter.printedLamplighterAffineSolvableWordProblem GroupApproximation.SimpleKazhdanSofic.Lamplighter.hasSolvableWordProblem_lampAffine GroupApproximation.SimpleKazhdanSofic.Lamplighter.wordValue_lampGen GroupApproximation.SimpleKazhdanSofic.Lamplighter.wordValue_lampGen_eq_one_iff GroupApproximation.SimpleKazhdanSofic.Lamplighter.affineOracle_eq	skf-consequences @8b36733d7: an element x ↦ δx + c of Λ is given by a word for δ (deltaWord) and words for the lamps of c (lampPrefixes); its value is inl(Σ 1_{prefix values}) · inr(value of the Δ-letters), so the word problem of Δ decides equality in Λ through a truth-table reduction querying the Δ-letters and all p_j⁻¹p_k (LamplighterAffineWordProblem, LamplighterAffineWordProblemReduction, LamplighterAffineWordProblemPrimrec)	An element $x\mapsto\delta x+c$ of $\Lambda$ is given by a word for $\delta$ and words for the lamps of $c$, so the word problem of $\Delta$ decides equality in $\Lambda$ and computes the values of $c$.	3c71f1b21217	0.85
rows/skf-degrees.tsv:1	skf-degrees	5e46951a6be7	42a95d13d3a40578307e4fe88b92bcdcca30b008	465-466	formalized	GroupApproximation.SimpleKazhdanSofic.PrintedWordProblemDegreeEqLanguage GroupApproximation.SimpleKazhdanSofic.printedWordProblemDegreeEqLanguage GroupApproximation.SimpleKazhdanSofic.printedWordProblemDegreeEqLanguage_of GroupApproximation.SimpleKazhdanSofic.printedLanguageReducesToWordProblem GroupApproximation.SimpleKazhdanSofic.printedWordProblemReducesToLanguage	skf-degrees @8b36733d7: the word problem of G_X has the Turing degree of L(X); closed endpoint in WordProblemsCorollaryAssembly, from L(X) <=_T WP (skf-degrees) and WP <=_T L(X) (ms-traces-3)	The word problem of $G_X$ has the Turing degree of the language $L(X)$ of $X$.	dfa561ecfaa5	0.64
rows/skf-degrees.tsv:2	skf-degrees	ddf15100fbf8	42a95d13d3a40578307e4fe88b92bcdcca30b008	466-468	formalized	GroupApproximation.SimpleKazhdanSofic.PrintedSolvableWordProblemIffRecursiveLanguage GroupApproximation.SimpleKazhdanSofic.printedSolvableWordProblemIffRecursiveLanguage GroupApproximation.SimpleKazhdanSofic.PrintedFibonacciSolvableWordProblem GroupApproximation.SimpleKazhdanSofic.printedFibonacciSolvableWordProblem GroupApproximation.SimpleKazhdanSofic.partrec_slopeOracle_fibonacci GroupApproximation.SimpleKazhdanSofic.partrec_iff_of_turingEquivalent	skf-degrees @8b36733d7: solvable word problem iff L(X) recursive, as for the Fibonacci subshift X_{(3-sqrt5)/2}; closed endpoints in WordProblemsCorollaryAssembly; the Fibonacci cut is primitive recursive	In particular $G_X$ has solvable word problem if and only if $L(X)$ is recursive, as for the Fibonacci subshift $X_{(3-\sqrt5)/2}$ below.	d8731f9b0b15	0.65
rows/skf-degrees.tsv:3	skf-degrees	8fd0348904ee	42a95d13d3a40578307e4fe88b92bcdcca30b008	469-470	formalized	GroupApproximation.SimpleKazhdanSofic.PrintedWordProblemsCorollary GroupApproximation.SimpleKazhdanSofic.printedWordProblemsCorollary GroupApproximation.SimpleKazhdanSofic.printedWordProblemsCorollary_of GroupApproximation.SimpleKazhdanSofic.closure_range_genValue GroupApproximation.SimpleKazhdanSofic.printedWordProblemReducesUnderEmbedding GroupApproximation.SimpleKazhdanSofic.printedContinuedFractionRepresentative GroupApproximation.SimpleKazhdanSofic.printedTuringAntichainContinuum	skf-degrees @8b36733d7: every Turing degree occurs, and continuum many G_X, none isomorphic to a subgroup of another; closed printedWordProblemsCorollary via the Sturmian degrees, the continued-fraction representative (sk-stepanov), the antichain (ms-traces-3), and substitution along embeddings	Every Turing degree occurs, and there are continuum many groups $G_X$, none of which is isomorphic to a subgroup of another.	09c0f2ecb56e	0.66
rows/skf-degrees.tsv:5	skf-degrees	4037fa331dbb	42a95d13d3a40578307e4fe88b92bcdcca30b008	497-499	formalized	GroupApproximation.SimpleKazhdanSofic.PrintedWordProblemReducesUnderEmbedding GroupApproximation.SimpleKazhdanSofic.printedWordProblemReducesUnderEmbedding GroupApproximation.SimpleKazhdanSofic.turingReducible_wordProblemOracle_of_generates GroupApproximation.SimpleKazhdanSofic.wordProblemOracle_comp_injective	skf-degrees @696c4b602: if H embeds in G, a word for H becomes a word for G by substituting for its generators, so WP(H) reduces to WP(G); LANDED 8be083fcd, wire-queued	If a finitely generated group $H$ embeds in a finitely generated group $G$, a word for $H$ becomes a word for $G$ by substituting for its generators, so the word problem of $H$ reduces to that of $G$.	ebffe49fd098	0.83
